"행정구역","2023년10월_총인구수","2023년10월_세대수","2023년10월_세대당 인구","2023년10월_남자 인구수","2023년10월_여자 인구수","2023년10월_남여 비율"
"서울특별시 강서구 공항동(1150062000)","29,659","13,778","          2.15","14,972","14,687","          1.02"
"서울특별시 강서구 방화제1동(1150063000)","42,164","17,270","          2.44","20,550","21,614","          0.95"
"서울특별시 강서구 방화제2동(1150064000)","22,713","12,111","          1.88","11,215","11,498","          0.98"
"서울특별시 강서구 방화제3동(1150064100)","22,052","11,228","          1.96","10,635","11,417","          0.93"
"서울특별시 구로구 (1153000000)","393,459","184,272","          2.14","192,957","200,502","          0.96"
"서울특별시 구로구 신도림동(1153051000)","35,870","14,108","          2.54","17,301","18,569","          0.93"
"서울특별시 구로구 구로제1동(1153052000)","20,558","8,350","          2.46","10,037","10,521","          0.95"
"서울특별시 구로구 구로제2동(1153053000)","22,536","12,158","          1.85","11,302","11,234","          1.01"
"서울특별시 구로구 구로제3동(1153054000)","23,326","13,651","          1.71","12,090","11,236","          1.08"
"서울특별시 구로구 구로제4동(1153055000)","18,774","10,406","          1.80","9,046","9,728","          0.93"
"서울특별시 구로구 구로제5동(1153056000)","29,188","15,657","          1.86","14,168","15,020","          0.94"
"서울특별시 구로구 가리봉동(1153059500)","8,782","6,056","          1.45","4,810","3,972","          1.21"
"서울특별시 구로구 고척제1동(1153072000)","26,325","11,542","          2.28","13,118","13,207","          0.99"
"서울특별시 구로구 고척제2동(1153073000)","25,913","11,493","          2.25","12,761","13,152","          0.97"
"서울특별시 구로구 개봉제1동(1153074000)","33,219","14,958","          2.22","16,487","16,732","          0.99"
"서울특별시 구로구 개봉제2동(1153075000)","29,881","12,383","          2.41","14,478","15,403","          0.94"
"서울특별시 구로구 개봉제3동(1153076000)","19,704","8,719","          2.26","9,552","10,152","          0.94"
"서울특별시 구로구 오류제1동(1153077000)","22,753","12,762","          1.78","10,835","11,918","          0.91"
"서울특별시 구로구 오류제2동(1153078000)","37,495","15,771","          2.38","17,896","19,599","          0.91"
"서울특별시 구로구 수궁동(1153079000)","22,772","9,973","          2.28","11,152","11,620","          0.96"
"서울특별시 구로구 항동(1153080000)","16,363","6,285","          2.60","7,924","8,439","          0.94"
"서울특별시 금천구 (1154500000)","228,274","120,555","          1.89","114,845","113,429","          1.01"
"서울특별시 금천구 가산동(1154551000)","24,709","18,070","          1.37","13,314","11,395","          1.17"
"서울특별시 금천구 독산제1동(1154561000)","46,423","25,106","          1.85","23,594","22,829","          1.03"
"서울특별시 금천구 독산제2동(1154562000)","17,884","9,378","          1.91","8,992","8,892","          1.01"
"서울특별시 금천구 독산제3동(1154563000)","23,756","12,941","          1.84","11,909","11,847","          1.01"
"서울특별시 금천구 독산제4동(1154564000)","14,640","7,595","          1.93","7,337","7,303","          1.00"
"서울특별시 금천구 시흥제1동(1154567000)","32,212","16,358","          1.97","16,007","16,205","          0.99"
"서울특별시 금천구 시흥제2동(1154568000)","20,587","8,245","          2.50","9,825","10,762","          0.91"
"서울특별시 금천구 시흥제3동(1154569000)","10,266","4,614","          2.22","5,065","5,201","          0.97"
"서울특별시 금천구 시흥제4동(1154570000)","19,565","9,082","          2.15","9,666","9,899","          0.98"
"서울특별시 금천구 시흥제5동(1154571000)","18,232","9,166","          1.99","9,136","9,096","          1.00"
"서울특별시 영등포구 (1156000000)","375,276","190,702","          1.97","184,010","191,266","          0.96"
"서울특별시 영등포구 영등포본동(1156051500)","20,900","10,480","          1.99","10,686","10,214","          1.05"
"서울특별시 영등포구 영등포동(1156053500)","30,556","21,802","          1.40","15,679","14,877","          1.05"
"서울특별시 영등포구 여의동(1156054000)","33,064","13,718","          2.41","15,519","17,545","          0.88"
"서울특별시 영등포구 당산제1동(1156055000)","21,003","11,619","          1.81","10,127","10,876","          0.93"
"서울특별시 영등포구 당산제2동(1156056000)","36,742","18,930","          1.94","17,125","19,617","          0.87"
"서울특별시 영등포구 도림동(1156058500)","17,583","9,582","          1.84","8,902","8,681","          1.03"
"서울특별시 영등포구 문래동(1156060500)","32,146","13,168","          2.44","15,659","16,487","          0.95"
"서울특별시 영등포구 양평제1동(1156061000)","18,185","9,945","          1.83","8,754","9,431","          0.93"
"서울특별시 영등포구 양평제2동(1156062000)","22,494","11,087","          2.03","10,954","11,540","          0.95"
"서울특별시 영등포구 신길제1동(1156063000)","19,318","11,610","          1.66","9,757","9,561","          1.02"
"서울특별시 영등포구 신길제3동(1156065000)","16,082","7,544","          2.13","7,915","8,167","          0.97"
"서울특별시 영등포구 신길제4동(1156066000)","12,249","5,743","          2.13","6,068","6,181","          0.98"
"서울특별시 영등포구 신길제5동(1156067000)","10,005","4,590","          2.18","4,844","5,161","          0.94"
"서울특별시 영등포구 신길제6동(1156068000)","17,820","8,755","          2.04","8,673","9,147","          0.95"
"서울특별시 영등포구 신길제7동(1156069000)","19,838","7,888","          2.51","9,868","9,970","          0.99"
"서울특별시 영등포구 대림제1동(1156070000)","13,815","6,921","          2.00","6,879","6,936","          0.99"
"서울특별시 영등포구 대림제2동(1156071000)","11,854","6,957","          1.70","5,811","6,043","          0.96"
"서울특별시 영등포구 대림제3동(1156072000)","21,622","10,363","          2.09","10,790","10,832","          1.00"
"서울특별시 동작구 (1159000000)","379,640","186,990","          2.03","183,620","196,020","          0.94"
"서울특별시 동작구 노량진제1동(1159051000)","32,033","16,920","          1.89","16,285","15,748","          1.03"
"서울특별시 동작구 노량진제2동(1159052000)","10,295","6,785","          1.52","5,374","4,921","          1.09"
"서울특별시 동작구 상도제1동(1159053000)","44,433","22,787","          1.95","21,563","22,870","          0.94"
"서울특별시 동작구 상도제2동(1159054000)","27,533","12,526","          2.20","13,160","14,373","          0.92"
"서울특별시 동작구 상도제3동(1159055000)","23,962","12,221","          1.96","11,391","12,571","          0.91"
"서울특별시 동작구 상도제4동(1159056000)","27,834","14,115","          1.97","13,524","14,310","          0.95"
"서울특별시 동작구 흑석동(1159060500)","30,000","13,013","          2.31","14,565","15,435","          0.94"
"서울특별시 동작구 사당제1동(1159062000)","22,524","13,810","          1.63","10,846","11,678","          0.93"
"서울특별시 동작구 사당제2동(1159063000)","28,195","12,575","          2.24","13,519","14,676","          0.92"
"서울특별시 동작구 사당제3동(1159064000)","23,726","10,454","          2.27","11,466","12,260","          0.94"
"서울특별시 동작구 사당제4동(1159065000)","13,855","7,275","          1.90","6,646","7,209","          0.92"
"서울특별시 동작구 사당제5동(1159065100)","14,147","6,709","          2.11","6,742","7,405","          0.91"
"서울특별시 동작구 대방동(1159066000)","35,695","16,673","          2.14","16,815","18,880","          0.89"
"서울특별시 동작구 신대방제1동(1159067000)","23,318","10,459","          2.23","11,160","12,158","          0.92"
"서울특별시 동작구 신대방제2동(1159068000)","22,090","10,668","          2.07","10,564","11,526","          0.92"
"서울특별시 관악구 (1162000000)","483,959","285,450","          1.70","243,673","240,286","          1.01"
"서울특별시 관악구 보라매동(1162052500)","23,904","13,031","          1.83","11,823","12,081","          0.98"
"서울특별시 관악구 청림동(1162054500)","14,762","6,415","          2.30","7,120","7,642","          0.93"
"서울특별시 관악구 성현동(1162056500)","28,325","12,225","          2.32","13,630","14,695","          0.93"
"서울특별시 관악구 행운동(1162057500)","28,962","18,294","          1.58","14,034","14,928","          0.94"
"서울특별시 관악구 낙성대동(1162058500)","17,418","12,061","          1.44","8,756","8,662","          1.01"
"서울특별시 관악구 청룡동(1162059500)","35,935","24,275","          1.48","17,274","18,661","          0.93"
"서울특별시 관악구 은천동(1162060500)","32,462","16,096","          2.02","15,875","16,587","          0.96"
"서울특별시 관악구 중앙동(1162061500)","15,291","10,234","          1.49","7,391","7,900","          0.94"
"서울특별시 관악구 인헌동(1162062500)","25,564","14,846","          1.72","12,388","13,176","          0.94"
"서울특별시 관악구 남현동(1162063000)","17,772","9,910","          1.79","8,599","9,173","          0.94"
"서울특별시 관악구 서원동(1162064500)","22,991","15,138","          1.52","12,043","10,948","          1.10"
"서울특별시 관악구 신원동(1162065500)","17,698","11,299","          1.57","9,033","8,665","          1.04"
"서울특별시 관악구 서림동(1162066500)","23,432","15,214","          1.54","13,013","10,419","          1.25"
"서울특별시 관악구 신사동(1162068500)","22,392","14,483","          1.55","11,245","11,147","          1.01"
"서울특별시 관악구 신림동(1162069500)","22,974","19,010","          1.21","12,194","10,780","          1.13"
"서울특별시 관악구 난향동(1162071500)","14,768","6,188","          2.39","7,222","7,546","          0.96"
"서울특별시 관악구 조원동(1162072500)","19,608","12,232","          1.60","9,776","9,832","          0.99"
"서울특별시 관악구 대학동(1162073500)","24,477","17,610","          1.39","14,967","9,510","          1.57"
"서울특별시 관악구 삼성동(1162074500)","20,065","9,701","          2.07","9,989","10,076","          0.99"
"서울특별시 관악구 미성동(1162076500)","29,688","14,300","          2.08","14,538","15,150","          0.96"
"서울특별시 관악구 난곡동(1162077500)","25,471","12,888","          1.98","12,763","12,708","          1.00"
"서울특별시 서초구 (1165000000)","407,788","170,040","          2.40","194,384","213,404","          0.91"
"서울특별시 서초구 서초1동(1165051000)","20,312","9,479","          2.14","9,835","10,477","          0.94"
"서울특별시 서초구 서초2동(1165052000)","25,504","11,661","          2.19","12,031","13,473","          0.89"
"서울특별시 서초구 서초3동(1165053000)","31,982","15,305","          2.09","15,210","16,772","          0.91"
"서울특별시 서초구 서초4동(1165053100)","30,319","10,716","          2.83","14,795","15,524","          0.95"
"서울특별시 서초구 잠원동(1165054000)","26,805","10,753","          2.49","12,905","13,900","          0.93"
"서울특별시 서초구 반포본동(1165055000)","229","113","          2.03","103","126","          0.82"
"서울특별시 서초구 반포1동(1165056000)","33,878","14,722","          2.30","16,521","17,357","          0.95"
"서울특별시 서초구 반포2동(1165057000)","21,150","6,906","          3.06","10,027","11,123","          0.90"
"서울특별시 서초구 반포3동(1165058000)","23,820","8,216","          2.90","11,333","12,487","          0.91"
